date,text,code,temperature,feels_like,pressure,humidity,visibility,wind_direction,wind_direction_degree,wind_speed,wind_scale
2017-7-8 15:30,多云,4,32,32,993,61,7.1,南,188,14.04,3
2017-7-8 16:00,多云,4,32,32,993,59,7.1,西南,205,12.96,3
2017-7-8 16:30,多云,4,32,31,993,57,9,西南,225,12.6,3
2017-7-8 17:00,多云,4,31,31,993,63,9,南,188,6.12,2
2017-7-8 17:30,多云,4,32,31,992,62,8,西南,222,6.84,2
2017-7-8 18:00,多云,4,32,31,992,61,8,南,160,4.32,1
2017-7-8 18:30,多云,4,32,31,992,61,7.5,西北,304,2.52,1
2017-7-8 19:00,多云,4,32,32,992,60,7.5,西南,233,5.76,2
2017-7-8 19:30,多云,4,32,31,993,62,7.4,西,264,4.68,1
2017-7-8 20:00,多云,4,31,30,993,65,7.4,西,262,3.96,1
2017-7-8 20:30,多云,4,30,30,993,71,6.6,东北,39,4.32,1
2017-7-8 21:00,多云,4,30,30,994,72,6.6,东北,59,8.28,2
2017-7-8 21:30,多云,4,30,30,994,71,4.7,东北,53,5.04,1
2017-7-8 22:00,多云,4,30,30,994,72,4.7,东北,62,6.84,2
2017-7-8 22:30,多云,4,30,29,994,74,3.9,东北,62,8.28,2
2017-7-8 23:00,多云,4,30,29,994,77,3.9,东,110,10.08,2
2017-7-8 23:30,多云,4,29,29,994,79,3.1,东,87,6.48,2
2017-7-9 0:00,多云,4,29,29,994,78,3.1,东南,129,13.68,3
2017-7-9 0:30,多云,4,29,29,994,78,3.1,东南,121,11.52,2
2017-7-9 1:00,多云,4,29,29,994,80,2.9,东北,25,7.92,2
2017-7-9 1:30,多云,4,28,28,994,82,2.1,北,8,7.2,2
2017-7-9 2:00,多云,4,28,28,994,83,2.1,东北,53,6.48,2
2017-7-9 2:30,多云,4,28,28,994,83,1.8,北,20,6.48,2
2017-7-9 3:00,多云,4,28,28,994,83,1.8,东北,59,5.4,1
2017-7-9 3:30,多云,4,28,28,994,82,1.7,东北,31,7.56,2
2017-7-9 4:00,多云,4,28,28,994,81,1.7,东北,31,11.52,2
2017-7-9 4:30,多云,4,27,27,994,82,2.1,东北,34,6.12,2
2017-7-9 5:00,多云,4,27,27,995,82,2.1,东,68,4.68,1
2017-7-9 5:30,多云,4,27,27,994,79,2,东北,51,8.64,2
2017-7-9 6:30,多云,4,27,27,995,79,3,东北,28,5.4,1
2017-7-9 7:00,多云,4,28,28,995,78,3,东北,62,8.64,2
2017-7-9 7:30,多云,4,28,28,995,77,2.5,东,87,10.8,2
2017-7-9 8:00,晴,0,29,28,995,74,2.5,东北,25,10.08,2
2017-7-9 8:30,多云,4,29,29,995,71,2.6,东北,42,16.92,3
2017-7-9 9:00,多云,4,30,29,995,71,2.6,东,110,11.52,2
2017-7-9 9:30,多云,4,30,30,995,69,3.8,东,82,10.44,2
2017-7-9 10:00,多云,4,30,30,995,71,3.8,东,93,9,2
2017-7-9 10:30,多云,4,31,31,995,69,2.6,东,68,13.68,3
2017-7-9 11:00,多云,4,31,31,995,68,2.6,东北,65,10.08,2
2017-7-9 11:30,多云,4,31,31,995,68,2.6,东北,65,10.08,2
2017-7-9 12:00,多云,4,31,31,995,68,2.6,东北,65,10.08,2
2017-7-9 12:30,多云,4,31,31,995,68,2.6,东北,65,10.08,2
2017-7-9 13:00,晴,0,32,31,995,54,2.6,北,0,3.6,1
2017-7-9 13:30,多云,4,34,33,993,56,3.6,东南,124,9.72,2
2017-7-9 14:00,多云,4,34,34,993,52,3.6,东南,146,11.52,2
2017-7-9 14:30,多云,4,35,34,993,51,4.8,东,110,10.8,2
2017-7-9 15:00,多云,4,35,35,993,49,4.8,东南,121,10.8,2
2017-7-9 15:30,多云,4,36,35,993,48,5.8,西南,228,5.04,1
2017-7-9 16:00,多云,4,35,35,992,49,5.8,西,250,11.52,2
2017-7-9 16:30,多云,4,35,35,992,51,6.4,西南,205,11.52,2
2017-7-9 17:00,多云,4,35,34,992,48,6.4,西南,203,14.4,3
2017-7-9 17:30,多云,4,35,34,992,50,7,南,177,11.52,2
2017-7-9 18:00,多云,4,35,34,992,47,7,西南,225,8.28,2
2017-7-9 18:30,多云,4,35,34,992,48,9.4,南,169,12.24,3
2017-7-9 19:00,多云,4,34,34,992,49,9.4,南,191,8.64,2
2017-7-9 19:30,多云,4,34,33,992,47,9.6,西南,205,10.08,2
2017-7-9 20:00,晴,0,34,33,992,50,9.6,西南,211,7.56,2
2017-7-9 20:30,多云,4,33,33,993,51,10.5,南,191,7.2,2
2017-7-9 21:00,多云,4,33,33,993,52,10.5,东南,146,5.76,2
2017-7-9 21:30,多云,4,33,32,993,53,11.7,西,287,3.96,1
2017-7-9 22:00,多云,4,30,29,994,46,11.7,西南,242,39.24,6
2017-7-9 22:30,多云,4,28,27,993,46,8.1,西,259,27.36,4
2017-7-9 23:00,多云,4,27,26,995,53,8.1,西南,214,16.92,3
2017-7-9 23:30,多云,4,26,25,996,58,24.1,西南,205,13.68,3
2017-7-10 0:30,多云,4,25,25,995,62,35,西南,222,14.4,3
2017-7-10 1:00,多云,4,25,24,995,58,35,西南,231,10.44,2
2017-7-10 1:30,多云,4,25,24,995,58,35,南,197,6.48,2
2017-7-10 2:00,多云,4,24,24,994,63,35,北,0,5.04,1
2017-7-10 2:30,多云,4,24,24,994,65,35,西北,301,7.2,2
2017-7-10 3:00,多云,4,24,24,993,66,35,西北,293,6.48,2
2017-7-10 3:30,多云,4,24,24,993,68,32.9,西,284,8.28,2
2017-7-10 4:00,多云,4,24,24,993,69,32.9,西北,301,3.96,1
2017-7-10 4:30,多云,4,23,23,993,76,23.2,西,278,2.88,1
2017-7-10 5:00,多云,4,23,22,993,79,23.2,北,999017,0,0
2017-7-10 5:30,多云,4,22,22,993,80,14.7,东北,53,3.6,1
2017-7-10 6:30,多云,4,25,25,993,70,15,西南,231,2.88,1
2017-7-10 7:00,多云,4,27,26,993,63,15,东北,37,5.04,1
2017-7-10 7:30,多云,4,27,26,993,63,14.8,北,17,6.12,2
2017-7-10 8:00,晴,0,28,27,994,62,14.8,东北,34,6.48,2
2017-7-10 8:30,晴,0,29,28,994,58,11.1,东北,65,7.2,2
2017-7-10 9:00,晴,0,30,29,994,56,11.1,东,70,9.72,2
2017-7-10 9:30,晴,0,31,30,994,49,12.7,东,79,4.68,1
2017-7-10 10:00,晴,0,32,31,994,42,12.7,东北,34,5.04,1
2017-7-10 10:30,晴,0,33,32,994,43,20.5,东,84,9.36,2
2017-7-10 11:00,晴,0,33,32,994,42,20.5,东北,34,10.08,2
2017-7-10 11:30,晴,0,34,33,994,42,18.1,东,110,10.44,2
2017-7-10 12:00,晴,0,34,33,994,35,18.1,东,68,7.92,2
2017-7-10 12:30,晴,0,35,34,994,33,19.1,东,98,6.12,2
2017-7-10 13:00,晴,0,35,34,994,27,19.1,东北,45,4.68,1
2017-7-10 13:30,晴,0,36,34,994,29,23.7,南,169,11.88,2
2017-7-10 14:00,晴,0,36,35,994,25,23.7,西,262,2.16,1
2017-7-10 14:30,晴,0,36,35,994,27,25.8,南,188,9.36,2
2017-7-10 15:00,晴,0,36,35,993,36,25.8,南,200,11.52,2
2017-7-10 15:30,晴,0,36,35,993,36,21.2,西南,205,15.12,3
2017-7-10 16:00,晴,0,36,35,993,40,21.2,西南,205,17.64,3
2017-7-10 16:30,晴,0,36,35,993,41,18.8,南,191,13.68,3
2017-7-10 17:00,晴,0,36,35,993,32,18.8,西南,219,18,3
2017-7-10 17:30,晴,0,36,35,993,33,32.6,西南,225,19.08,3
2017-7-10 18:00,晴,0,36,35,993,29,32.6,西南,211,12.96,3
2017-7-10 18:30,晴,0,36,35,993,29,34.8,西南,233,10.44,2
2017-7-10 19:00,晴,0,35,34,993,33,34.8,西南,211,10.44,2
2017-7-10 19:30,晴,0,34,33,993,41,30.5,西南,214,10.08,2
2017-7-10 20:00,晴,1,33,32,994,47,30.5,南,172,7.92,2
2017-7-10 20:30,晴,1,33,32,994,48,23,西南,228,8.28,2
2017-7-10 21:00,晴,1,32,31,994,50,23,南,191,11.52,2
2017-7-10 21:30,晴,1,31,31,995,51,21.9,西南,228,9,2
2017-7-10 22:00,晴,1,30,29,995,57,21.9,西南,211,9,2
2017-7-10 22:30,晴,1,30,29,995,58,19.1,西南,205,9.36,2
2017-7-10 23:00,晴,1,29,28,995,59,19.1,西南,211,7.56,2
2017-7-10 23:30,晴,1,28,28,996,61,18.3,西南,211,7.56,2
2017-7-11 0:00,晴,1,28,27,996,60,18.3,西南,219,7.56,2
2017-7-11 0:30,晴,1,28,27,996,61,16.6,西南,208,3.24,1
2017-7-11 1:00,晴,1,27,27,996,61,16.6,西南,228,5.76,2
2017-7-11 1:30,晴,1,27,26,996,62,15.7,西南,205,5.04,1
2017-7-11 2:00,晴,1,26,25,996,69,15.7,北,999017,0.72,0
2017-7-11 2:30,晴,1,25,25,996,72,13.6,北,999017,0,0
2017-7-11 3:00,晴,1,24,24,996,77,13.6,北,999017,0,0
2017-7-11 4:00,晴,1,24,24,996,78,11.2,东,98,4.68,1
2017-7-11 4:30,晴,1,24,24,997,80,11.6,东,73,5.4,1
2017-7-11 5:00,晴,1,24,24,997,80,11.6,东北,59,3.96,1
2017-7-11 5:30,晴,0,25,24,997,78,9,东北,34,6.48,2
2017-7-11 6:30,多云,4,26,25,997,69,8.7,东,68,7.2,2
2017-7-11 7:00,多云,4,27,27,997,62,8.7,东北,62,6.84,2
2017-7-11 7:30,多云,4,28,27,997,59,11.6,东北,56,6.48,2
2017-7-11 8:00,多云,4,28,28,998,56,11.6,北,20,14.4,3
2017-7-11 8:30,多云,4,29,28,998,57,15.1,东北,42,12.6,3
2017-7-11 9:00,多云,4,30,29,997,55,15.1,东北,53,11.52,2
2017-7-11 9:30,多云,4,30,30,997,57,9.9,东南,118,5.4,1
2017-7-11 10:00,多云,4,31,31,998,52,9.9,北,20,7.92,2
2017-7-11 10:30,多云,4,31,31,997,51,7.5,北,6,7.2,2
2017-7-11 11:00,多云,4,32,32,997,52,7.5,东南,124,6.84,2
2017-7-11 11:30,多云,4,33,32,998,48,6.8,东北,59,4.32,1
2017-7-11 12:00,多云,4,33,32,998,49,6.8,西南,211,3.6,1
2017-7-11 12:30,多云,4,33,33,998,47,5.8,南,188,11.16,2
2017-7-11 13:00,多云,4,34,34,997,43,5.8,东南,118,4.68,1
2017-7-11 13:30,多云,4,35,34,997,46,6.6,东,68,11.16,2
2017-7-11 14:00,多云,4,35,34,997,44,6.6,南,169,8.64,2
2017-7-11 14:30,多云,4,35,34,997,44,7.2,南,191,11.16,2
2017-7-11 15:00,多云,4,34,33,997,46,7.2,西南,225,6.84,2
2017-7-11 15:30,多云,4,34,33,997,49,8.1,西南,222,8.64,2
2017-7-11 16:00,多云,4,34,33,996,49,8.1,南,160,7.56,2
2017-7-11 16:30,多云,4,34,33,995,50,8.4,南,158,15.84,3
2017-7-11 17:00,多云,4,35,34,995,45,8.4,东北,25,3.6,1
2017-7-11 17:30,多云,4,35,34,996,42,9.6,西南,228,7.2,2
2017-7-11 18:00,多云,4,35,34,995,45,9.6,西,270,6.84,2
2017-7-11 18:30,多云,4,35,34,996,46,10,西南,228,5.4,1
2017-7-11 19:00,多云,4,34,33,996,49,10,西南,219,7.2,2
2017-7-11 19:30,多云,4,33,32,996,51,10,西南,208,5.4,1
2017-7-11 20:00,多云,4,32,32,997,52,10,西,248,4.68,1
2017-7-11 20:30,多云,4,31,31,997,56,10,西南,214,2.88,1
2017-7-11 21:00,多云,4,31,30,997,57,10,南,197,3.96,1
2017-7-11 21:30,多云,4,31,30,998,56,9.5,西南,228,5.4,1
2017-7-11 22:00,多云,4,31,31,997,56,9.5,南,194,3.96,1
2017-7-11 22:30,多云,4,31,30,998,59,7.3,南,177,3.24,1
2017-7-11 23:00,多云,4,31,30,998,60,7.3,南,166,5.04,1
2017-7-11 23:30,多云,4,30,30,997,63,7.3,南,177,4.68,1
2017-7-12 0:00,多云,4,30,29,997,66,7.3,西,267,3.6,1
2017-7-12 0:30,多云,4,29,29,997,68,7.3,西南,231,2.88,1
2017-7-12 1:00,多云,4,29,28,997,71,5.4,西南,211,6.48,2
2017-7-12 1:30,多云,4,28,28,997,72,4.8,西南,239,5.04,1
2017-7-12 2:00,多云,4,28,28,998,69,4.8,西南,211,7.92,2
2017-7-12 2:30,多云,4,28,28,998,63,4.9,西南,236,6.48,2
2017-7-12 3:00,多云,4,27,27,997,65,4.9,南,200,3.6,1
2017-7-12 3:30,多云,4,27,27,997,65,9.7,南,188,9.72,2
2017-7-12 4:00,多云,4,27,26,998,65,9.7,南,188,9,2
2017-7-12 4:30,多云,4,26,25,998,68,9.9,西南,222,4.68,1
2017-7-12 5:00,多云,4,26,25,998,67,9.9,西南,236,5.04,1
2017-7-12 5:30,多云,4,25,25,998,69,11.3,西南,222,7.2,2
2017-7-12 6:30,多云,4,26,25,999,66,11,南,188,10.08,2
2017-7-12 7:00,多云,4,27,26,999,63,11,西南,203,8.64,2
2017-7-12 7:30,多云,4,27,26,999,64,11.5,西南,203,6.12,2
2017-7-12 8:00,多云,4,28,27,999,63,11.5,南,169,5.76,2
2017-7-12 8:30,多云,4,29,28,999,62,10.5,西南,222,3.24,1
2017-7-12 9:00,多云,4,30,29,999,55,10.5,西南,242,5.76,2
2017-7-12 9:30,多云,4,31,30,999,55,10.4,西南,222,12.24,3
2017-7-12 10:00,多云,4,31,30,999,55,10.4,西南,222,12.24,3
2017-7-12 11:00,多云,4,31,30,999,52,10.4,南,180,10.8,2
2017-7-12 11:30,多云,4,33,32,998,51,13.4,东北,39,2.52,1
2017-7-12 12:00,多云,4,33,32,998,51,13.4,南,186,6.48,2
2017-7-12 12:30,多云,4,33,33,998,53,13.4,西南,214,13.32,3
2017-7-12 13:00,多云,4,33,33,998,53,13.4,西南,214,13.32,3
2017-7-12 13:30,多云,4,33,32,998,49,13.4,南,180,10.8,2
2017-7-12 14:00,多云,4,35,34,998,59,10.7,西,278,11.52,2
2017-7-12 14:30,多云,4,34,34,997,59,9.9,西南,205,18.36,3
2017-7-12 15:00,多云,4,35,34,997,59,9.9,南,197,13.68,3
2017-7-12 15:30,多云,4,35,35,997,58,9,西南,217,18.72,3
2017-7-12 16:00,多云,4,36,35,997,56,9,西南,208,15.84,3
2017-7-12 16:30,多云,4,35,35,997,56,9.2,南,183,18,3
2017-7-12 17:00,多云,4,35,35,997,57,9.2,南,166,17.28,3
2017-7-12 17:30,多云,4,35,35,997,57,9.2,南,180,14.4,3
2017-7-12 18:00,多云,4,35,34,996,59,8.3,南,166,13.32,3
2017-7-12 18:30,多云,4,35,34,996,59,7.5,南,166,13.68,3
2017-7-12 19:00,多云,4,34,34,996,61,7.5,南,180,14.76,3
2017-7-12 19:30,多云,4,34,34,996,63,8.3,南,186,8.28,2
2017-7-12 20:00,晴,1,33,33,997,65,8.3,南,197,7.2,2
2017-7-12 20:30,晴,1,33,33,997,66,8.3,西南,214,5.4,1
2017-7-12 21:00,多云,4,33,33,997,66,7.6,西南,208,5.04,1
2017-7-12 21:30,多云,4,33,33,997,66,7.2,南,191,5.76,2
2017-7-12 22:00,多云,4,33,33,997,66,7.2,南,174,3.24,1
2017-7-12 22:30,多云,4,33,33,997,68,6.8,西南,217,10.44,2
2017-7-12 23:00,多云,4,33,32,997,69,6.8,东南,141,2.88,1
2017-7-12 23:30,多云,4,32,32,997,69,6.8,南,158,6.84,2
2017-7-13 0:00,多云,4,32,32,997,68,6.8,南,188,11.52,2
2017-7-13 0:30,多云,4,32,32,997,68,7.3,南,180,15.12,3
2017-7-13 1:00,多云,4,31,31,997,70,7.3,南,191,17.28,3
2017-7-13 1:30,多云,4,31,31,997,71,8,西南,222,12.6,3
2017-7-13 2:00,多云,4,31,31,996,73,8,南,183,12.96,3
2017-7-13 2:30,多云,4,30,30,996,73,7.5,南,188,15.84,3
2017-7-13 3:00,多云,4,30,30,996,76,7.5,南,180,13.32,3
2017-7-13 3:30,多云,4,30,29,996,77,7.3,南,183,10.08,2
2017-7-13 4:00,多云,4,29,29,996,79,7.3,南,197,8.28,2
2017-7-13 4:30,多云,4,29,29,996,79,6.7,南,188,6.84,2
2017-7-13 5:00,多云,4,29,28,996,80,6.7,西南,208,8.28,2
2017-7-13 5:30,多云,4,28,28,996,81,6,西南,205,10.8,2
2017-7-13 6:30,多云,4,28,28,997,81,6,西南,222,7.92,2
2017-7-13 7:00,多云,4,28,28,997,81,6,西南,222,7.92,2
2017-7-13 7:30,多云,4,28,28,997,81,6,西南,222,7.92,2
2017-7-13 8:00,多云,4,29,,997,77,,西南,225,12,3
2017-7-13 8:30,多云,4,31,31,997,74,6.6,南,200,15.84,3
2017-7-13 9:00,多云,4,31,31,997,75,6.6,西南,228,9.36,2
2017-7-13 9:30,多云,4,32,31,997,72,6.8,西南,236,12.6,3
2017-7-13 10:00,多云,4,32,32,996,70,6.8,西南,239,16.92,3
2017-7-13 10:30,多云,4,32,32,996,72,6,南,191,14.76,3
2017-7-13 11:00,多云,4,33,33,996,67,6,南,158,12.24,3
2017-7-13 11:30,多云,4,33,33,996,67,5.7,南,174,16.56,3
2017-7-13 12:00,多云,4,34,33,996,66,5.7,南,158,11.88,2
2017-7-13 12:30,多云,4,34,34,996,64,5.8,西南,205,14.04,3
2017-7-13 13:00,多云,4,34,34,995,63,5.8,南,200,16.56,3
2017-7-13 13:30,多云,4,35,34,995,61,6.1,西南,205,12.6,3
2017-7-13 14:00,多云,4,35,35,995,61,6.1,南,186,20.52,4
2017-7-13 14:30,多云,4,35,35,995,62,7.9,西南,214,14.76,3
2017-7-13 15:00,多云,4,35,35,995,62,7.9,西南,214,14.76,3
2017-7-13 15:30,多云,4,35,35,995,62,7.9,西南,214,14.76,3
2017-7-13 16:00,多云,4,35,35,995,61,7.9,南,180,10.8,2
2017-7-13 16:30,多云,4,35,35,995,64,7.9,南,180,10.8,2
2017-7-13 17:00,多云,4,35,35,993,59,10.2,西南,214,8.28,2
2017-7-13 17:30,多云,4,35,35,993,59,10.9,南,169,7.2,2
2017-7-13 18:00,多云,4,36,35,994,59,10.9,西南,228,6.12,2
2017-7-13 18:30,多云,4,35,35,994,61,10.5,西南,239,8.64,2
2017-7-13 19:00,多云,4,35,34,994,61,10.5,西南,211,6.84,2
2017-7-13 19:30,多云,4,35,34,994,62,9.8,南,194,7.92,2
2017-7-13 20:00,多云,4,34,34,994,63,9.8,西南,245,4.68,1
2017-7-13 20:30,多云,4,34,34,994,64,9.9,西南,208,2.88,1
2017-7-13 21:00,多云,4,34,34,994,64,9.9,南,169,5.04,1
2017-7-13 21:30,多云,4,34,34,995,64,9.5,南,160,5.04,1
2017-7-13 22:00,多云,4,34,34,995,66,9.5,西,264,15.84,3
2017-7-13 22:30,多云,4,33,32,996,52,8.9,西北,298,18.72,3
2017-7-13 23:00,多云,4,31,30,996,53,8.9,西南,242,17.64,3
2017-7-13 23:30,多云,4,29,29,997,56,18.1,西北,293,10.8,2
2017-7-14 0:30,多云,4,27,26,996,59,20.2,东北,23,11.16,2
2017-7-14 1:00,多云,4,28,27,995,54,20.2,东北,45,11.88,2
2017-7-14 1:30,多云,4,28,27,995,56,35,西南,242,8.28,2
2017-7-14 2:00,多云,4,28,27,994,58,35,东,76,10.8,2
2017-7-14 2:30,多云,4,27,26,993,58,35,东北,37,14.04,3
2017-7-14 3:00,多云,4,27,26,995,62,35,东,104,8.64,2
2017-7-14 3:30,多云,4,27,26,996,64,28.3,西,267,6.12,2
2017-7-14 4:00,多云,4,27,26,997,63,28.3,南,169,4.68,1
2017-7-14 4:30,多云,4,27,26,998,66,30,南,180,11.88,2
2017-7-14 5:00,多云,4,27,26,999,66,30,东北,65,3.96,1
2017-7-14 5:30,多云,4,27,26,999,68,22,西南,231,3.96,1
2017-7-14 6:30,多云,4,26,26,999,76,17.2,西,287,9.36,2
2017-7-14 7:00,多云,4,26,26,998,73,17.2,西,273,6.84,2
2017-7-14 7:30,多云,4,27,27,999,69,16.2,西,278,9.72,2
2017-7-14 8:00,多云,4,28,27,999,69,16.2,西北,312,2.88,1
2017-7-14 8:30,多云,4,29,28,998,62,15,北,338,6.12,2
2017-7-14 9:00,多云,4,30,29,998,60,15,北,20,8.64,2
2017-7-14 9:30,晴,0,31,30,998,55,18.7,北,14,6.48,2
2017-7-14 10:00,晴,0,32,32,998,52,18.7,北,14,9.36,2
2017-7-14 10:30,晴,0,33,32,998,51,13.4,东北,25,16.2,3
2017-7-14 11:00,晴,0,33,32,998,53,13.4,东,96,9,2
2017-7-14 11:30,多云,4,33,32,998,51,13.8,东,96,10.08,2
2017-7-14 12:00,多云,4,33,32,998,52,13.8,东,104,5.04,1
2017-7-14 12:30,多云,4,33,32,998,53,13.2,东,90,5.4,1
2017-7-14 13:00,多云,4,33,32,998,56,13.2,东,90,6.12,2
2017-7-14 13:30,多云,4,32,32,998,57,11.4,东南,115,6.12,2
2017-7-14 14:00,多云,4,32,32,998,59,11.4,东,90,7.2,2
2017-7-14 14:30,多云,4,32,32,998,61,9.2,东,82,10.44,2
2017-7-14 15:00,多云,4,32,32,997,61,9.2,东南,129,6.84,2
2017-7-14 15:30,多云,4,33,32,997,59,7.5,东南,149,6.48,2
2017-7-14 16:00,多云,4,33,33,997,56,7.5,北,6,6.12,2
2017-7-14 16:30,多云,4,34,33,997,55,7,东,79,6.84,2
2017-7-14 17:00,多云,4,34,34,997,54,7,北,6,4.32,1
2017-7-14 17:30,多云,4,34,33,997,54,8,南,169,7.56,2
2017-7-14 18:00,多云,4,34,34,997,58,8,东,76,8.28,2
2017-7-14 18:30,多云,4,34,33,997,59,6.4,东,90,9,2
2017-7-14 19:00,多云,4,33,33,998,61,6.4,东,76,9.36,2
2017-7-14 19:30,多云,4,32,32,998,63,6.8,东,90,15.12,3
2017-7-14 20:00,阴,9,32,32,998,63,6.8,东北,42,8.64,2
2017-7-14 20:30,阴,9,32,32,999,62,10.3,东,110,7.56,2
2017-7-14 21:00,多云,4,32,31,1000,61,10.3,东北,48,10.44,2
2017-7-14 21:30,多云,4,32,31,1000,62,11.1,东,98,7.2,2
2017-7-14 22:00,多云,4,32,31,1000,63,11.1,东北,42,10.8,2
2017-7-14 22:30,多云,4,29,28,1001,66,8.3,东,79,22.32,4
2017-7-14 23:00,多云,4,28,28,1001,70,8.3,东北,48,18.36,3
2017-7-14 23:30,多云,4,28,27,1001,75,13.3,东北,31,11.52,2
2017-7-15 0:00,多云,4,28,27,1001,75,13.3,东北,62,14.04,3
2017-7-15 0:30,多云,4,27,27,1001,82,7.7,东北,25,13.68,3
2017-7-15 1:00,雷阵雨,11,26,26,1001,82,7.7,东北,31,15.84,3
2017-7-15 1:30,雷阵雨,11,25,25,1001,87,7.4,东北,42,19.44,3
2017-7-15 2:00,雷阵雨,11,25,25,1000,84,7.4,东北,37,20.16,4
2017-7-15 2:30,多云,4,25,25,1000,83,7,东北,48,14.4,3
2017-7-15 3:00,多云,4,26,26,1000,75,7,东北,42,15.84,3
2017-7-15 4:00,多云,4,27,26,1001,74,17.5,北,20,16.56,3
2017-7-15 4:30,多云,4,26,26,1001,76,16.6,北,346,7.92,2
2017-7-15 5:00,多云,4,25,25,1001,81,16.6,东北,53,15.48,3
2017-7-15 5:30,多云,4,25,25,1001,84,12,东,68,18.36,3
2017-7-15 6:30,多云,4,25,25,1002,86,6.8,西,284,4.68,1
2017-7-15 7:00,多云,4,26,25,1002,84,6.8,北,14,6.84,2
2017-7-15 7:30,多云,4,26,25,1002,83,8.3,东北,23,8.28,2
2017-7-15 8:00,多云,4,26,26,1003,81,8.3,东北,39,9.72,2
2017-7-15 8:30,阴,9,26,26,1003,79,8.3,东,68,8.64,2
2017-7-15 9:00,小雨,13,26,25,1004,80,8.3,东北,56,5.76,2
2017-7-15 9:30,多云,4,26,26,1004,77,17.3,东,107,7.2,2
2017-7-15 10:00,多云,4,26,26,1004,78,17.3,东南,155,5.04,1
2017-7-15 10:30,多云,4,27,26,1004,80,8.9,东,84,3.96,1
2017-7-15 11:00,多云,4,27,27,1004,77,8.9,西,278,14.76,3
2017-7-15 11:30,多云,4,27,27,1004,74,9.5,西,290,11.52,2
2017-7-15 12:00,多云,4,29,28,1003,68,9.5,西北,295,10.44,2
2017-7-15 12:30,多云,4,29,29,1003,65,10.9,西,273,3.96,1
2017-7-15 13:00,多云,4,30,29,1003,65,10.9,东,70,6.12,2
2017-7-15 13:30,多云,4,30,29,1003,65,8,东,76,8.28,2
2017-7-15 14:00,多云,4,30,29,1003,65,8,东,79,11.52,2
2017-7-15 14:30,阴,9,30,30,1003,64,9.8,东南,121,8.64,2
2017-7-15 15:00,阴,9,31,30,1002,61,9.8,东,68,7.92,2
2017-7-15 15:30,多云,4,31,31,1002,60,8.2,东北,42,10.08,2
2017-7-15 16:00,多云,4,32,31,1003,57,8.2,东北,45,7.92,2
2017-7-15 16:30,多云,4,32,31,1003,57,10.7,东,84,6.48,2
2017-7-15 17:00,多云,4,32,31,1003,54,10.7,东北,56,5.4,1
2017-7-15 17:30,多云,4,32,32,1002,56,14.2,东南,115,6.84,2
2017-7-15 18:00,多云,4,32,31,1002,56,14.2,东南,135,8.64,2
2017-7-15 18:30,多云,4,31,31,1002,59,13.9,东,98,6.84,2
2017-7-15 19:00,多云,4,31,31,1003,60,13.9,东南,132,5.76,2
2017-7-15 19:30,多云,4,31,30,1003,63,13.9,东,90,6.48,2
2017-7-15 20:00,多云,4,30,30,1004,63,13.9,东南,124,6.12,2
2017-7-15 20:30,多云,4,30,30,1004,64,12.3,南,166,2.88,1
2017-7-15 21:00,多云,4,29,29,1004,67,12.3,西,248,2.52,1
2017-7-15 21:30,多云,4,29,28,1004,71,10.9,东北,53,3.24,1
2017-7-15 22:00,多云,4,28,28,1005,74,10.9,东北,42,4.68,1
2017-7-15 22:30,多云,4,28,28,1005,75,8.1,东北,53,3.24,1
2017-7-15 23:00,多云,4,28,28,1005,77,8.1,东,84,3.6,1
2017-7-15 23:30,多云,4,28,28,1005,76,7.6,东南,124,4.68,1
2017-7-16 0:00,多云,4,28,28,1004,78,7.6,东,110,3.96,1
2017-7-16 0:30,多云,4,28,27,1005,79,7.6,东北,25,3.96,1
2017-7-16 1:00,多云,4,27,27,1004,83,4.2,东北,53,3.96,1
2017-7-16 1:30,多云,4,27,27,1004,84,3.5,东北,53,5.76,2
2017-7-16 2:00,多云,4,27,27,1004,84,3.5,东,79,5.76,2
2017-7-16 2:30,多云,4,27,27,1004,85,2.1,东南,113,6.84,2
2017-7-16 3:00,多云,4,27,27,1004,85,2.1,东,87,4.68,1
2017-7-16 3:30,多云,4,27,27,1004,84,2.6,东,104,6.84,2
2017-7-16 4:00,多云,4,27,27,1004,85,2.6,东,79,5.04,1
2017-7-16 4:30,多云,4,26,26,1004,85,2.5,东,101,5.4,1
2017-7-16 5:00,多云,4,26,26,1005,87,2.5,东,87,3.24,1
2017-7-16 5:30,多云,4,26,26,1005,87,2.3,东南,115,3.6,1
2017-7-16 6:00,多云,4,26,26,1005,87,2.3,东北,23,4.32,1
2017-7-16 6:30,多云,4,26,26,1005,88,2.1,东北,65,5.4,1
2017-7-16 7:00,多云,4,27,27,1005,86,2.1,东,93,6.84,2
2017-7-16 7:30,多云,4,27,27,1005,84,2.1,东北,56,6.48,2
2017-7-16 8:00,多云,4,28,28,1005,77,2.1,东北,28,6.48,2
2017-7-16 8:30,多云,4,28,28,1005,77,2.4,东,68,4.68,1
2017-7-16 9:00,多云,4,29,29,1005,73,2.4,东,79,8.64,2
2017-7-16 9:30,多云,4,30,29,1005,71,2.9,东北,59,6.48,2
2017-7-16 10:00,多云,4,30,30,1005,68,2.9,东,110,8.28,2
2017-7-16 10:30,多云,4,31,31,1005,67,2.4,东,68,7.2,2
